id,cleaned_text,label,label_numeric
859,kriteria urg iman stu persepsi pnyabar stable finance dewasa gengsi sma urg buka lbih lbih sbar ngadepin sisi urg trima keburu urg benah tladan lengkap kurang sma setia wise discuss adab,not_hate_speech,0
860,slavina endless blossom paket body lotion shower gel sabun mandi cair nagita slavina wangi tahan melembabkan mutih harga rp dapat shopee,not_hate_speech,0
861,tahan pangan polresta sidoarjo bhabinkamtibmas polsek tarik edukasi tani jagung dukung program tahan pangan kabupaten sidoarjo jawa timur,not_hate_speech,0
862,anda bner ijazah mreka gmn loe gmn stress,hate_speech,1
863,lantik kemaren su biking lai astaa malu kah seng om seng bupati seng walikota sah perempuan voternya milih model,hate_speech,1
864,warung madura pojok kawasan kostkostan buka sedia butuh tuk jalan sandar,not_hate_speech,0
865,ajar jawa barat laku juni gubernur dedi mulyadi larang ajar wib tuju tingkat disiplin kurang tawur kecuali ajar alas,not_hate_speech,0
866,berani pimpin cina jamin kursi dpr dprd kosong anggota hukum mampus korupsi parpol bubar kader cari masingmasing,hate_speech,1
867,privilege w dibandingin islam sayang solid agam gendersukuagamabackground lingkung supportif cont,not_hate_speech,0
868,critical thinking adaptive to changes be it technology change or market trends i have no issue mudamuda pakai akal robot je,not_hate_speech,0
869,maff liat,not_hate_speech,0
870,nder join grup fb tolong adminnya bantu pinned or minimal postingannya ter acc alam nyari responden challenging sabar kuesioner tulis,not_hate_speech,0
871,elo ngapain loe beli situ beli pusat grosir murah,hate_speech,1
872,gamelan musikmuzik ansambelorkestra tradisional indonesia jawa bal alat perkusi bukti arkeologis gamelan temu relief candi borobudur abad jawa desember unesco tetap gamelan waris budaya takbenda,not_hate_speech,0
873,kirain ajak nyarios sunda,not_hate_speech,0
874,kembang emosi pakcik bantut and sifat empati pendek,not_hate_speech,0
875,smp surabaya masuk jawa masuk,not_hate_speech,0
876,isi fyp toktok ku inifotovideo rion kenzosound abg tingkah mu smakin,not_hate_speech,0
877,dinas esdm jawa barat titik tambang ilegal kabupaten kota,not_hate_speech,0
878,bang pliis mah wkk lahir masuk ugm bocah kuliah ugm bener foto haha,not_hate_speech,0
879,org sengaja,not_hate_speech,0
880,layak kaga,not_hate_speech,0
881,trump tuai kritik rencana terima hadiah pesawat boeing nila us qatar sebut tolak isu etika konflik penting sorot,not_hate_speech,0
882,challenging kadang hormat bodo kadang kasihan peduli peduli take for granted peduli burn out bodo,not_hate_speech,0
883,indo knpa hormat,hate_speech,1
884,istri selingkuh maafin lamar nikah bini selingkuh jijik sampah mending buang joni pulau pulau jamah run,hate_speech,1
885,asli anying jalan tat tot tat tot,not_hate_speech,0
886,bom serang gangster,hate_speech,1
887,gengs agama islam paksa biasa berat shalat halang,not_hate_speech,0
888,misskom,not_hate_speech,0
889,jalan,not_hate_speech,0
890,suamipasangan otw voter tinggal pulau jawa semarang jakarta straight,not_hate_speech,0
891,saifullah yusuf dorong pilarpilar indonesia mengraduasi minimal terima manfaat kpm dekat kolaboratif kecuali kabupaten wonosobo jawa,not_hate_speech,0
892,cetek pikir najib puji idea najib idea nak sembang zaman wujud erti susu kotak fresh milk rm maki abg non pasai ko mak ko ajar panggil org abg non ko adab,hate_speech,1
893,batak mubawi,not_hate_speech,0
894,ajar nama buku parenting workshop or seminar how to be good parent ajar alam jga mesti bahan coba,not_hate_speech,0
895,ngakak kaga nona ambonan guaitu mami depe slogan mah neng sunda jawa,not_hate_speech,0
896,kadang ajar ngerasain tinggal jatohnya sesal manusia ajar manusia campur tai kucing pas dicipitain,hate_speech,1
897,inget tetangga cantik pinter desa umur segitu anggap jodoh pas ketemu cowok makan pakai tangan lahap org protes jodoh batal nikah cowok damba wajah happy,not_hate_speech,0
898,p ramlee ckp,not_hate_speech,0
899,nmnya hukum laku universal bunyi laksana km uu ite pakai luar transaksi ite bunyi pasal km ken imb bongkar luar jawa bongkar smua,hate_speech,1
900,lampungjawa angkut khawatir maksa nganterin berapa dewasa mata,not_hate_speech,0
901,fiy tmpng sring d umr an mkany sering brondongnyari laki umur serius umur soalny cari laki ptg suk silent treament bicara dom denpasar asli jawa,not_hate_speech,0
902,lahir bantu ekonomi biar raya sisa sisa nyalahin dewasa sadar nyakitin semangat nder,not_hate_speech,0
903,gambar hensem nampak,not_hate_speech,0
904,atpuncles pei koi bharosa nahi hein,not_hate_speech,0
905,haram babi,hate_speech,1
906,hey salah gilak siswa pasrah jgn hubung lahir nikmat miskin sadar,hate_speech,1
907,iya hak hidup layak hak safety net putus lahir butuh primer ngosngosan,hate_speech,1
908,pilih pasang tuju meni nikah india anggap tara nikah gandharva anggap,not_hate_speech,0
909,gulai tempoyak used either taugeh kepala sikit or timun,not_hate_speech,0
910,org islam kali manusia manusia btw tetangga ustad tukang ngutang tukang iri tukang gosip tukang nipu org susah iming kn ku queen of menzolimi org suami whats wrong with u,hate_speech,1
911,keluarga ku pegawai sampe laku ku bedaa vs cumaa gapapa biar allah bales hati keluarga harap respect,not_hate_speech,0
912,ngakak sampe dirating populasi cina,not_hate_speech,0
913,perangai start ambik number doktor menyembang kat sapa suruh lepas pandai nak sekolah tunggu nasib je babi,hate_speech,1
914,sungguh erti agama urwah bin zubair radhiyallahu anhu,not_hate_speech,0
915,laku hewan manusia pakai akal manusia moral atur lha atur trabas liberal ajak asumsi gin kasihan loe gede,hate_speech,1
916,cintaaa halang egois layar jodoh si fattzar y rodiah ngalah woy besan enak fattah ngekor zara,not_hate_speech,0
917,kata muda adaptasi bangsa dukung kultur diaspora anggap kawin bule naikkin status,not_hate_speech,0
918,dosa paksa henti kuliah semester org bangun prepare dagang ngurus butuh rt kakak abang ngirim k bulan,hate_speech,1
919,hijau knp cetnya ganti rusak rumah nyokap males ah biarin rumah biar adem warna hijau nama yaudalah,not_hate_speech,0
920,ngejar i dont think i have good memories young innocent love or some things that ppl usually have while they were young pas nolep pas umur gin capai responsibilities,not_hate_speech,0
921,anying gaji hsr gi biru,hate_speech,1
922,bercandaa moga tumbuh jawa setia batas prioritas tanggungjawab tampan nan mapan waras imam dunia akhirat dewasa patriark tengah juang settle mu,not_hate_speech,0
923,deputi komunikasi bpjs ketenagakerjaan oni marbun tanggap bobol dana jamin jht alami serta subang jawa barat md,not_hate_speech,0
924,an ka akunmerasa telur,not_hate_speech,0
925,cwok perjaka,not_hate_speech,0
926,kejam emo boy bantu biar anak pinak seleksi alam besok ngambek bola konser wibu dll rusak negerio org suara org ahli anak,hate_speech,1
927,papua nyaman hadir tenang jalan aktivitas seharihari,not_hate_speech,0
928,mark tuan,not_hate_speech,0
929,jenis mario dandy,not_hate_speech,0
930,suruh keras indonesia mbok yo suruh rehat rumah main cucu cicit,not_hate_speech,0
931,lagu abg tingkah mu smakin,not_hate_speech,0
932,islam single ganteng rayaaaa,not_hate_speech,0
933,kabupaten pinggir jawa wonogiri sport tourism anyar stc pringgodani,not_hate_speech,0
934,kapitalis larang rep,not_hate_speech,0
935,over mah sampeyan pakde pakdee tololbodoh semua wkwkwk pakde tetep,hate_speech,1
936,celaka hutang kena emis lepastu bayar update status perliperli umur je,hate_speech,1
937,banggg miskin bs overpopulasi cenderung bantu jamin overpopulasi miskin parah sumber daya batas lapang,not_hate_speech,0
938,bareng papua maju tatap terang,not_hate_speech,0
939,openly lesbi assume butch kah les pas transition emak jiwa cewek cowok opo iki anjgggggg,hate_speech,1
940,bisikin bayarin biaya,hate_speech,1
941,the real definition dh pon,not_hate_speech,0
942,hercules preman tuasaat muda jagoanskrg sikat betawi buah haji lulung keokpreman sembunyi ketiak prabowobelum pendekar jawa,hate_speech,1
943,regi mas anying,hate_speech,1
944,budaya jepang ajar islam islam budaya jepang ajar hormat islam budaya jepang ajar utama penting,not_hate_speech,0
945,br hoki kepake bangke,hate_speech,1
946,maaf keliru mar titis dewa siwa entitas sendiri mitologi jawa anggap sang hyang ismaya kakak siwa batara asalusulnya arah percaya pribumi jawa manifestasi siwa,not_hate_speech,0
947,sial ak brrti ak gen z,hate_speech,1
948,nyari latina madura nyari logam mulia tumpu besi,not_hate_speech,0
949,tuju biasa mentingin gaya mempriotaskan butuh bayar kontra susah bayar pisah jt mampuin duit lingkar setan miskin,hate_speech,1
950,halo cantik available vn otp umur tahun god i cant say typing ganteng or such but as you can see not a big fan of too much emojis,not_hate_speech,0
951,india hindu muslim aku israel mrk pro israel,hate_speech,1
952,batak usut praduga salah,hate_speech,1
953,bmkg jawa timur jatim kalimantan utara kaltara papua gunung waspada hujan lebat juni,not_hate_speech,0
954,bener cerita jaman istilah kadrun jaman kolonial abangan antek jajah nyebut juang islam kadrun terus pki,hate_speech,1
955,maksud heyy gilagila an lanjutin peran negor pulang malem nyariin pergi hari matahin salah batas salah,not_hate_speech,0
956,anggap nonmuslim kafir paksa peluk agama pandang diskriminatif timbul stigma negatif dasar ilmiah,hate_speech,1
957,laki laki sipit jaem,not_hate_speech,0
958,komennya bener ilang nurani jlas si salah keras benar miris,hate_speech,1
959,kuartal tunda kuartal kakek ngak kuat daya tunggu tunggu harap hampa,not_hate_speech,0
960,muncul kasmujo bentuk bohong publik seret masalah pusar hadapikalau istilah jawa golek bolo alias cari jadi umpan hadap masalah,not_hate_speech,0
961,prabowo percaya papua kuat utama dukung mbg,not_hate_speech,0
962,mba mba jawa,not_hate_speech,0
963,mentang pakai rompi ijo,not_hate_speech,0
964,heran kena tipu sadar media an alas garagara temenan cwe karna laki ngenes sepi nampak cwe cakep dikit suruh top up aplikasi lawak kali,not_hate_speech,0
965,untung nikmat malang tolak eko wahyudi sperma eko eko tinggal istri janda sukabumi pulang china sunda racun suami,hate_speech,1
966,parenting ciri besar psikologi,not_hate_speech,0
967,dongker or abu,not_hate_speech,0
968,mampu pikir g kalah komunis putin approval rating aku internasional kredibel malu survei litbang,hate_speech,1
969,pilih bucin jomblo bandingin bayar baik pasang jt langsung gaji kontra,not_hate_speech,0
970,banyak au jawa gebetanku manggil wkwkwk biar sopan,not_hate_speech,0
971,kafir homo suka jenis,hate_speech,1
972,polisi jawa barat dalam duga lalai insiden longsor tambang gali c gunung kuda cirebon akibat bas korban jiwa,not_hate_speech,0
973,ipohpools result saahhh shio unsur menang salam jp,not_hate_speech,0
974,mnggu kmrn doi bahas mslh pait knp brani kb metode kb pilih berkb alas pakai kondom dblg enak korban egois org,hate_speech,1
975,jawa anying urus jawa,not_hate_speech,0
976,harta hina mulia hormat sayang,not_hate_speech,0
977,loe amat bicarain silsilah beda salah buku nikah bukti akta silsilah bukti loe hubung status,hate_speech,1
978,plis tolong bantu pakai fw hada labo mild peeling aha bha aman kah pakai serum hanasui vit c wajah kering cuci,not_hate_speech,0
979,parah struktur d indonesia kerjanyan ngapain boro jepang cina malaysia ketawa model gni,hate_speech,1
980,odgj surabaya pakai diava tipu kristen asli tin mrongos ngaku daviani,hate_speech,1
981,minimal manner kadang ngerasa sopan tega bentak or respect karna mentang jabat rendah behh inget lupa,not_hate_speech,0
982,bahas sah sah agama islam henry bahas adab adabny obrolin,not_hate_speech,0
983,contoh face sempet pap kirim der poko cina tinggal cina bener gong muka smp,not_hate_speech,0
984,aduh gakuat cakep sihh,not_hate_speech,0
985,monyet wo kenal,hate_speech,1
986,asli bitttt akwksksks suara secrispy senyum seman cakep apas dasar brondong akwksksks ohh taesan riu arghhhh skksksk ah lemes wkwkwkwk,not_hate_speech,0
987,demen nindas baby killer zionis last time papua tembak g demen militer militer ampe mampus atur stop ngerti,hate_speech,1
988,eksperimental model propagasi tsunami bal gempa mati indonesia disclaimer rekonstruksi model awam rekonstruksi jadi gempa sulit data cukup,not_hate_speech,0
989,mumpung jabar mohon bantu isi kuisioner guys guys ku cinta kriteria usia under domisiliasli jawa barat jakarta rekening hasil,not_hate_speech,0
990,mamak gimana main hp santai yh wajar main hp main game game yahudi yahudi main gem china,hate_speech,1
991,guna tani teliti potensi tembelekan insektisida alami kendali hama tanam,not_hate_speech,0
992,anwar tuduh liberal cucu liberal benda malaysia kena kencing je,not_hate_speech,0
993,nasib besar gimana gamau kb anak bejibun kasih makan ada gimana tua dzolim egois,hate_speech,1
994,takut dianggep bdoh or such it s such a pride pinter bukti mreka dukung nasihatin jujur curhat org nang gtw,not_hate_speech,0
995,huhu syg send pic karna sec acc cowo serius bs dm kilas bio f tbanbb islam dom malang kartap insyaallah ibadah rajin cari minim tara scr umur bs lbh tuamuda th hope to see u,not_hate_speech,0
996,bacot suruh host henti ketua gera pemuda hey isi otak benerin bacot isi berita realita berita kosong biar sadar ngerti pintar pelihara,hate_speech,1
997,perangai arau malu mual tipu terang hulu langat ja islam akhlak melambang akhlak islam,hate_speech,1
998,gerombol tentara jajah israel senjata lengkap serbu jalanjalan kota alkhalil hebron lindung mukim haram yahudi mukim haram giring sabtu mukim haram wilayah palestina jajah,hate_speech,1
999,usir siopung buang kepapua biar biar hajar kasih mampus papua karna rampas hasil bumi tanah papuadan perdulix papuabuang kepapuamakin si lbp bajing,hate_speech,1
1000,warna gin gagal cerah,not_hate_speech,0
1001,aku jawa jawa barat nebeng to download lagu ambil bigg technologi dukung setan,hate_speech,1
1002,ego jinpachi eh jnck ih jlekkk napasih misahin nagi reo pantek ang ang ang cape nang hadeh mnding lock off,hate_speech,1
1003,fp biar digeruduk interisti sombong remehin sifat sadar tim main cari,not_hate_speech,0
1004,mubashshir ahmad rostanam havfli odam jamiyatga radikal fikrlari kop,not_hate_speech,0
1005,thread penyondol kg akak usia suami suami kena sondol perempuan baya power akak tenang siap urus harta dll cerai,not_hate_speech,0
1006,nggk bs masuk kk isi muda smuaa,not_hate_speech,0
1007,anak or gimana gimana nyesal nang org awikwok btl gin,hate_speech,1
1008,kakakak,not_hate_speech,0
1009,sepakbola andai seru match fans barca x inter apaapa musim team,not_hate_speech,0
1010,ngatur laki poligami janda,hate_speech,1
1011,jgn spin ngok tuduh pergi bachok kencing tipu takat ketimbang kudis pmx tengok jugak,hate_speech,1
1012,duit banyak makan buzzer banding bangun tai,hate_speech,1
1013,hahahahahahaha gelak tengok gambar childhood hweng besau kelakar laahhh,not_hate_speech,0
1014,mksd disalahartikan yaa papa kadang nuruti mau sadar soanya keras males,not_hate_speech,0
1015,kondisi rasa lulus s anggur problematik selesai kenang tua,not_hate_speech,0
1016,nk bunuh pluk si nk jaga adikadik si jantina umur pekak buta sibuk hidup eakkkk,hate_speech,1
1017,tgh driving keling nnti la macai tolong nikeling cakap boss korang,hate_speech,1
1018,vaksin bg,not_hate_speech,0
1019,ngekek ngaku mingyuuuu ganteng mingyu bangke,hate_speech,1
1020,ma sepatu ku puji dokter jaga resign malam ohiya lulus cpns asfgdj baya perempuan laki batak kristen islam kek respon,not_hate_speech,0
1021,iya ak sunda kmu jugaaa,not_hate_speech,0
1022,gapernah chat posisi divorced suruh kumpul bantu cari jalan samasama baik chat,not_hate_speech,0
1023,tutup bohong kasmudjo jadi tameng,hate_speech,1
1024,laku ngatain org,hate_speech,1
1025,putri best perfomance swimmer ku nadia aisha nurazmi jawa barat best perfomance swimmer ku adelia chantika aulia dki jakarta best perfomance swimmer ku eunike aluna karamoy dki jakarta best perfomance swimmer senior flairene candrea dki jakarta,not_hate_speech,0
1026,apk ajar bahasa jawa alus spill,not_hate_speech,0
1027,tekan ngasuh benernya gimana coba bayangin lulus sd kasih kantor gaji digit umk make komputer diajarin,not_hate_speech,0
1028,pon kena gaya,not_hate_speech,0
1029,jaman tsb adem ayem tpi habis masuk bocah gaje caper cringe muncul biasa fanbase id biasa ikoniknya dikit blok veteran fosil jaman nov,hate_speech,1
1030,leader org mayoritas emg tantang,not_hate_speech,0
1031,periksa somethinc pcs bersih lindung sinar uv sabun cuci sunscreen gel dapat lazada,not_hate_speech,0
1032,hormat ajar harga,not_hate_speech,0
1033,langkah cari pasang langkah cari,not_hate_speech,0
1034,banci homo keyk yayang available depan bela tante uzur,hate_speech,1
1035,seperti wakil indonesia botol pribumi asli,hate_speech,1
1036,do i lho,not_hate_speech,0
1037,kata mah stop ngasih advice segera pacar meni struggle mode benah impoten homo but its okay peduli habis tuk pasang,not_hate_speech,0
1038,nang kntl,hate_speech,1
1039,teruss kabar yangg nyaa tanskin,not_hate_speech,0
1040,saran titip khawatir double parenting psikologi islam nenekkakek desain didik cucu naluri pikir cucu,not_hate_speech,0
1041,ada kenan jamet pinter boy teteh sunda geulis pis trus dewasa yah pikir matang wanita karir minat silah rep trims kembali ambil,not_hate_speech,0
1042,tunjel pis ci jang onyang jani cg mebalih,not_hate_speech,0
1043,polos emosi eh culik sekap bangun,not_hate_speech,0
1044,knp kali ketemu org sange ku laporin tuduh pakai susuk jgn panjang suruh asa istri anak whatt gimana moga oknum masuk neraka,hate_speech,1
1045,org into fb hasil,not_hate_speech,0
1046,bangke insyaf sadar,not_hate_speech,0
1047,spiritualitas obon momen reuni mudik kampung halaman habis bareng festival pasar jajan khas takoyaki yakisoba lho,not_hate_speech,0
1048,lulus sma milih prioritas salah bener struktural diajarin ngotot tunggak ijazah tahan total t bayang tambah biaya gin asu bela banget,hate_speech,1
1049,pakai moisturizer teratu bbaguss anjayyy beli sampe,not_hate_speech,0
1050,lho teroris syar om khalal pejuhwang ummat,hate_speech,1
1051,anyingggggg sumpahhh org mesum jalan odgj nunjukin burung pas lampu merah lahh ak dh ngacem rekam dh ambil hp lampu ijo eh ngejar ak syukur jalan rame allah kejar,hate_speech,1
1052,percaya soak masjid berckp ckp org,not_hate_speech,0
1053,prediksi togel chonburi pools bbfs coba shio babi jago twin d jitu d jitu prediksi taysen,not_hate_speech,0
1054,ih sumpah yah mreka pantes idup kyknya buru minggat biarin norak udik kampung idup najis idup ih ku bacotin kampung,hate_speech,1
1055,sma dipungkiri etika setiao beda kursus bahasa jepang etika umur sopan santun shock njir sma,not_hate_speech,0
1056,pegawai indians vegie then malays tolong urus catering provide vegie food nak elak makan daging and so on hakikat social media dirosakkan org pengaruh,not_hate_speech,0
1057,fenomena siswa nakal prestasi masuk barak militer jawa barat teori hegemoni gramsci cermin upaya promosi disiplin identitas nasional hegemoni tuju dukung,not_hate_speech,0
1058,emg gin atur dada ubah dada revisi dada nambahi kerja,not_hate_speech,0
1059,eh gapapa tah adek sensor,not_hate_speech,0
1060,iyaa tpi akhirnyaa perthsanta,not_hate_speech,0
1061,jawa tertib,not_hate_speech,0
1062,sabit salah and kena penjara still cakap fitnah makan taik time kot nak mampus,hate_speech,1
1063,papua pisah sejarah indonesia prabowo,not_hate_speech,0
1064,jujur merdeka mu,not_hate_speech,0
1065,tipu mikirnya pakai sma serakah gamau keras pintar mau instant,hate_speech,1
1066,umur anak potong rahim kl allah agama larang merobah kodrat cipta susah makan orng didik,hate_speech,1
1067,henti cengang tepuk tangan saking,not_hate_speech,0
1068,perempuan batak takar bahagia org umur an emg ttg karir pasion dll org batak nikah muda umur gin mah sibuk ngejar target income digit s s,not_hate_speech,0
1069,allah selamat anjing allah zalim manusia sombong amin mmg denda n penjara kawkaw sapa buat sial dgn binatang hatta tikus ke lipas. Mmg kiasu. Aku mmg xpeduli kau lagi tua ke apa. Respect is earned. Kau tua kau bodoh kau kene.,hate_speech,1
1070,anjnggggqjgee lulus broken home berisik wlaupun smpai piring sera bener bener ken pindah lingkung skolah gabener lingkung gbnr,not_hate_speech,0
1071,gimana,not_hate_speech,0
1072,bgttt pls gasiap mental finansial keluarga gausak sok anak,not_hate_speech,0
1073,iya nomer kasih kode aerox goblog cukimai,hate_speech,1
1074,sush ngmog manusia ilmuapalagi ilmu tauhidbumi langit serta isiny allah ciptakanemang kmu bwa tgan kosong jgn sombongdlam perseptif islam rejekihaqul it kuncinyanak ko sbgi bebansarafpemalassmoga mu urus,hate_speech,1
1075,hadehh kaga ken ngapus make up cantik pakai make up,not_hate_speech,0
1076,dasar akhlak berani ngatain,hate_speech,1
1077,tetep buzzerp vietnam komunis demo buruh upah rendah dll alihalih introspeksi,not_hate_speech,0
1078,las vegas jawa timur hahahaha,not_hate_speech,0
1079,blp beauty shade picnic notes brand powder blush warna pinknya pas warna pink gonjreng punya blp bener pigmented hati pakai brush teken pakenya biar warna,not_hate_speech,0
1080,ungsi yahudi kafir balawi haplo grup g muslim ulama si jajah belanda musuh umat kyai pribumi mrk ngaky muslim tuk bs mdh mata matain gerak lawan ulama pribumi mrk musuh ulama rkyt bangsa ri mrk pki,hate_speech,1
1081,jual klangenan honda grand nouva plat w sidoarjo pajak surat lengkap faktur harga wa lokasi solo mojosongo khusus area jawa free towing,not_hate_speech,0
1082,rembet asik mulyadi,not_hate_speech,0
1083,ankaram,not_hate_speech,0
1084,nyala buruh jahat budak bayar cacat parah diam jelas siswa,hate_speech,1
1085,anying gugel tiasa sunda geuningan,not_hate_speech,0
1086,angpao ngasih sesam china munafik sekian thr versi raya non muslim angpao ngasih otak banyakin relasi dongeng,hate_speech,1
1087,definisi teroris us sekutu,not_hate_speech,0
1088,juara defense gada obat kece endurance liat tekun telaten main perhatiin progress ok minus serve serve jinjit dikit fyi grey main pakai tangan kiri,not_hate_speech,0
1089,males harta akhlak bener makan makan pakai jajan,hate_speech,1
1090,band rumah kecuali jawa lagu tumbuh super cheesy album sampe bijak pas sampe puber cinta gemes gapunya lagu gapunya personil nama maliq,not_hate_speech,0
1091,anying wkwkw umur bjir adeknya btw cwe,hate_speech,1
1092,oposisi guwoblok maju inisudah,hate_speech,1
1093,org perna larang selagi giat positif org batak anakkonhi do hamoraon au usaha lepas kurang pangan,not_hate_speech,0
1094,time puasa melayu ganas babi pulak tgk hentam org tampar cina x puasa perempuan bangsa sopan susila ptuih,hate_speech,1
1095,takda hala tuju nak kutuk sokong india pro israel babi perangai,hate_speech,1
1096,scammer phone ic sapa tah depa nak scam org at least ic nampak legit,not_hate_speech,0
1097,tata letak kota jakarta batavia pusat perintah bangun dikelilingin pecinan pribumi dagang ama belanda these chinese adu domba batavia bara sekam sampe skg,hate_speech,1
1098,tani ternak keren lingkung ipb or fkh pas malu orng ak pns cuk sumpah status liat pns fkh nanya doktor ternak gin mreka amaze jir,not_hate_speech,0
1099,harihari papua ceria tenang,not_hate_speech,0
1100,sesak dada muak nganggur umur kualitas standar kerja dapt tampa alam alas nganggur bolehin ama,not_hate_speech,0
1101,nawarin roti sobek cokelat ransel reaksi priceless debat pakai bahasa jawa beda untung ngerti dikit prajurit muda nama praja praja aneh kayak,not_hate_speech,0
1102,alay duli susah hobi main tiktok hobi beban,hate_speech,1
1103,sadar habis hidup kampung wajar kaku bener kesel tuhan uji responnya ngeri nganggap malu maluin jujur ngeri sih,not_hate_speech,0
1104,realitinya ramai x adil x mampuyg laki mampuko tgk pakcik poligam happy je dorang laki poligam ko tunggu balas majoriti duduk sorang isteri x kisah mampus sorang,hate_speech,1
1105,jawa barat langsung adu gubernur anak pamit pergi keluyur kelas tahan laku anak bantu,not_hate_speech,0
1106,tuhan kati israel indonesia israel hasil berantas teroris asing teroris ancam daulat israel amen,not_hate_speech,0
1107,keyk fans bencong pakai kalah war eh pdahal melarat,hate_speech,1
1108,alhamdulillah mapan pisah momen jalan si si,not_hate_speech,0
1109,kecup pipi kanan kecup pipo kiri kecup pipi kanan kiri kecup hidung kecup pelipis kanan kecup pelipis kiri kecup plipis kanan kiri kecup dagu kecup pucuk kepala kecup jidat kecup undereye kanan kiri kecup,not_hate_speech,0
1110,antipati manusia jaga antipati pikir investasi empati pikir sadar rawat,not_hate_speech,0
1111,china india issue photo berita covid and cacar monyet dasar pilih global,not_hate_speech,0
1112,lupa jawa temenku channel kah,not_hate_speech,0
1113,my parents divorce when i was ig mama deket ketemu papa pas gede mama tinggal akuin sayang figur ngelakuin pure salah sangkut paut,not_hate_speech,0
1114,anjinggg bgsttt org,hate_speech,1
1115,framing pea sebalikanya jokorup makan korban kebiadapannya racun bohong kaing sempat jawa fk ahlaq,hate_speech,1
1116,tindak untung sesal anda jatuhh gimana,not_hate_speech,0
1117,bismillahirrahmanirrahim butuh bayar hutang sisa zakat yatim fakir aaamiin moga pilih kabul izin allah swt subhanallah winner besok,not_hate_speech,0
1118,beliin bang bang bobrok nunggu benerin dri ujung kulonya anak bsa langsung baik masalah adlh knp sadar dri,not_hate_speech,0
1119,serasa bener rangkul ken nang moga karir biar ngebales baik,not_hate_speech,0
1120,rusuh mulyono berani tunjuk ijazah asli angkat,hate_speech,1
1121,jawa kaga enak asa sabang sampe merauke kecuali jawa,not_hate_speech,0
1122,jawa hati cari jawa ilang adatnyarantau susah gelut tinggal tanah jawa mending betawi nyablak nyablak banyak royal humoris,not_hate_speech,0
1123,larang jawa nyebutnya pamali,not_hate_speech,0
1124,eh ngetik bener ciccu ngetik depan kapital,hate_speech,1
1125,th an org muslim sdr mental disiplin anak sdsmpsma mrk sekolah anak kristen biar bentuk sdm mental disiplin slebor mental juragan,not_hate_speech,0
1126,bener indonesia hormat mentang doank lgi pnya posisi seragam salah midioin asa istimewa krna seragam doank,hate_speech,1
1127,gila si selingkuh umur anak,hate_speech,1
1128,nangkep dijodohin wkwkwk jawa barat demen haha kejar mimpi,not_hate_speech,0
1129,hmmm tutup mata susah papua dalam lupa juang hakhaknya kembang,not_hate_speech,0
1130,still hormat hormat ngingetin dik pakai sopan thats it adab mudakedudukannya rendah tuarendah protes arah,not_hate_speech,0
1131,najis ngtwit bgni,hate_speech,1
1132,ular hewan media bawa awas bentuk tanggung jaga aman hayati dukung upaya lestari satwa liar,not_hate_speech,0
1133,pensiun sadar pensiun,not_hate_speech,0
1134,buljer ngapain bawa durian beli makan tumben bule doyan durenatau bonyokin wajah rupawan aiku emg mo nyobain temu jawa enemy,hate_speech,1
1135,temu tas wanita asli selempang bahu las premium sapi leather cindy lndy blibli diskon harga rp dapat shopee,not_hate_speech,0
1136,guys pas kuliah normal ipad ken bel pakai gamau ngeberatin org plsplspslsplsplspls,not_hate_speech,0
1137,tanggung mikirin anak fokus sadar tanggung,not_hate_speech,0
1138,grogi kali banding peran utama kembang ajar pantau orangtuanya,not_hate_speech,0
1139,bom chimon pas loading,not_hate_speech,0
1140,umur cobain obat cina obat batuk,not_hate_speech,0
1141,rumah wisata caci maki sibuk medsos,not_hate_speech,0
1142,eh shin soukoku ngelawan aki aki yah s backstory fyodor s jir plot armor,hate_speech,1
1143,ngeprotect gin mah lepas tangan biar jera egois karir runtuh biarin lindung,hate_speech,1
1144,ueuie e e w wajib e e e e i just wanna depok jawa timur jawa samping tutup alamat aplikasi dipisahka mah,not_hate_speech,0
1145,full durasi,not_hate_speech,0
1146,knpe sukuna sll sugar daddy au die mah cocok org besok idup alhamdulillah,not_hate_speech,0
1147,bodat paok,hate_speech,1
1148,ngebandingin beda aspek mana contoh makan full makan real food sehat konsumsi serba instan kandung,not_hate_speech,0
1149,salary on the st let s invest live lavishly salary on the th electricity or instant noodles gaji muda gaji tolong lampu token,not_hate_speech,0
1150,la benda no wonder kucar kacir puak dinosaurs ler gi duduk banyak amal akhirat umur senja nak tipu,not_hate_speech,0
1151,indonesia sumber alam oknum polos palsu ijazah palsu emas palsu pertamax palsu dll akibat sitolol tolol jujur si main x ribet,hate_speech,1
1152,bli panggil bahasa bal lakilaki tanda hormat tuan kakak bahasa indonesia santai khas bal contoh bli jalan pantai,not_hate_speech,0
1153,bangun talenta digital timur sedia mbg literasi papua,not_hate_speech,0
1154,kasta rendah bumi,not_hate_speech,0
1155,mei senin pagi bunda sagne milf pagiii enak tan iya enak tagih lho iya sayang enak masuk dimemew crrt dalem bair enak,hate_speech,1
1156,eh tololgak pakai occrp loe si bloon keruk konco anaknyagoblok,hate_speech,1
1157,ngegiring opini sesat setananak daftar ugm tahu y ijinin krna y bolehin ngekost,hate_speech,1
1158,ogah nutupin aib org bgtuan najiez aib,hate_speech,1
1159,tropis ajar israel koooh supermarket cek harga pepaya hawa pepaya madu ajar bal ajaada tanam paprika pakai green house kad tani senang undang panen,not_hate_speech,0
